year_month,year,month,quarter,ndc_11,ndc_9,product_id,brand_name,strength,package_size,units_sold,packages_sold,wac_per_unit,gross_sales_dollars,data_source
2023-12,2023,12,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,736263,8180,19.533,14381425.18,SAP_DSR
2024-01,2024,1,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,122864,17552,20.1,2469566.4,SAP_DSR
2024-01,2024,1,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1310141,43671,20.1,26333834.1,SAP_DSR
2024-01,2024,1,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,515931,5732,20.1,10370213.1,SAP_DSR
2024-01,2024,1,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,257509,36787,20.1,5175930.9,SAP_DSR
2024-01,2024,1,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2707481,90249,20.1,54420368.1,SAP_DSR
2024-01,2024,1,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,960670,10674,20.1,19309467.0,SAP_DSR
2024-02,2024,2,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,110541,15791,20.1,2221874.1,SAP_DSR
2024-02,2024,2,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1305111,43503,20.1,26232731.1,SAP_DSR
2024-02,2024,2,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,401110,4456,20.1,8062311.0,SAP_DSR
2024-02,2024,2,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,201410,28772,20.1,4048341.0,SAP_DSR
2024-02,2024,2,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2374030,79134,20.1,47718003.0,SAP_DSR
2024-02,2024,2,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,841353,9348,20.1,16911195.3,SAP_DSR
2024-03,2024,3,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,118330,16904,20.1,2378433.0,SAP_DSR
2024-03,2024,3,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1215824,40527,20.1,24438062.4,SAP_DSR
2024-03,2024,3,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,436122,4845,20.1,8766052.2,SAP_DSR
2024-03,2024,3,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,224271,32038,20.1,4507847.1,SAP_DSR
2024-03,2024,3,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2467340,82244,20.1,49593534.0,SAP_DSR
2024-03,2024,3,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,906838,10075,20.1,18227443.8,SAP_DSR
2024-04,2024,4,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,112196,16028,20.1,2255139.6,SAP_DSR
2024-04,2024,4,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1231740,41058,20.1,24757974.0,SAP_DSR
2024-04,2024,4,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,474483,5272,20.1,9537108.3,SAP_DSR
2024-04,2024,4,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,214128,30589,20.1,4303972.8,SAP_DSR
2024-04,2024,4,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2379196,79306,20.1,47821839.6,SAP_DSR
2024-04,2024,4,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,880767,9786,20.1,17703416.7,SAP_DSR
2024-05,2024,5,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,105778,15111,20.1,2126137.8,SAP_DSR
2024-05,2024,5,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1172608,39086,20.1,23569420.8,SAP_DSR
2024-05,2024,5,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,401775,4464,20.1,8075677.5,SAP_DSR
2024-05,2024,5,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,206203,29457,20.1,4144680.3,SAP_DSR
2024-05,2024,5,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2025999,67533,20.1,40722579.9,SAP_DSR
2024-05,2024,5,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,806511,8961,20.1,16210871.1,SAP_DSR
2024-06,2024,6,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,96143,13734,20.1,1932474.3,SAP_DSR
2024-06,2024,6,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1124806,37493,20.1,22608600.6,SAP_DSR
2024-06,2024,6,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,364000,4044,20.1,7316400.0,SAP_DSR
2024-06,2024,6,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,169255,24179,20.1,3402025.5,SAP_DSR
2024-06,2024,6,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2184026,72800,20.1,43898922.6,SAP_DSR
2024-06,2024,6,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,725194,8057,20.1,14576399.4,SAP_DSR
2024-07,2024,7,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,91239,13034,20.502,1870581.98,SAP_DSR
2024-07,2024,7,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1053149,35104,20.502,21591660.8,SAP_DSR
2024-07,2024,7,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,342692,3807,20.502,7025871.38,SAP_DSR
2024-07,2024,7,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,172841,24691,20.502,3543586.18,SAP_DSR
2024-07,2024,7,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,1701756,56725,20.502,34889401.51,SAP_DSR
2024-07,2024,7,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,614277,6825,20.502,12593907.05,SAP_DSR
2024-08,2024,8,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,95745,13677,20.502,1962963.99,SAP_DSR
2024-08,2024,8,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1073429,35780,20.502,22007441.36,SAP_DSR
2024-08,2024,8,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,397074,4411,20.502,8140811.15,SAP_DSR
2024-08,2024,8,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,193166,27595,20.502,3960289.33,SAP_DSR
2024-08,2024,8,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,1946509,64883,20.502,39907327.52,SAP_DSR
2024-08,2024,8,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,680540,7561,20.502,13952431.08,SAP_DSR
2024-09,2024,9,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,99673,14239,20.502,2043495.85,SAP_DSR
2024-09,2024,9,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1135047,37834,20.502,23270733.59,SAP_DSR
2024-09,2024,9,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,382616,4251,20.502,7844393.23,SAP_DSR
2024-09,2024,9,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,175582,25083,20.502,3599782.16,SAP_DSR
2024-09,2024,9,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2331450,77715,20.502,47799387.9,SAP_DSR
2024-09,2024,9,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,828141,9201,20.502,16978546.78,SAP_DSR
2024-10,2024,10,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,106320,15188,20.502,2179772.64,SAP_DSR
2024-10,2024,10,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1113380,37112,20.502,22826516.76,SAP_DSR
2024-10,2024,10,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,403405,4482,20.502,8270609.31,SAP_DSR
2024-10,2024,10,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,191068,27295,20.502,3917276.14,SAP_DSR
2024-10,2024,10,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2234038,74467,20.502,45802247.08,SAP_DSR
2024-10,2024,10,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,838984,9322,20.502,17200849.97,SAP_DSR
2024-11,2024,11,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,105010,15001,20.502,2152915.02,SAP_DSR
2024-11,2024,11,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1318218,43940,20.502,27026105.44,SAP_DSR
2024-11,2024,11,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,460286,5114,20.502,9436783.57,SAP_DSR
2024-11,2024,11,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,206215,29459,20.502,4227819.93,SAP_DSR
2024-11,2024,11,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2294119,76470,20.502,47034027.74,SAP_DSR
2024-11,2024,11,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,802871,8920,20.502,16460461.24,SAP_DSR
2024-12,2024,12,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,102752,14678,20.502,2106621.5,SAP_DSR
2024-12,2024,12,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1223815,40793,20.502,25090655.13,SAP_DSR
2024-12,2024,12,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,382098,4245,20.502,7833773.2,SAP_DSR
2024-12,2024,12,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,181398,25914,20.502,3719021.8,SAP_DSR
2024-12,2024,12,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,1965093,65503,20.502,40288336.69,SAP_DSR
2024-12,2024,12,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,713750,7930,20.502,14633302.5,SAP_DSR
2025-01,2025,1,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,147572,21081,21.1,3113769.2,SAP_DSR
2025-01,2025,1,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1551712,51723,21.1,32741123.2,SAP_DSR
2025-01,2025,1,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,521568,5795,21.1,11005084.8,SAP_DSR
2025-01,2025,1,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,262896,37556,21.1,5547105.6,SAP_DSR
2025-01,2025,1,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2881345,96044,21.1,60796379.5,SAP_DSR
2025-01,2025,1,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,984504,10938,21.1,20773034.4,SAP_DSR
2025-02,2025,2,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,124397,17771,21.1,2624776.7,SAP_DSR
2025-02,2025,2,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1429088,47636,21.1,30153756.8,SAP_DSR
2025-02,2025,2,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,521623,5795,21.1,11006245.3,SAP_DSR
2025-02,2025,2,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,214366,30623,21.1,4523122.6,SAP_DSR
2025-02,2025,2,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2528870,84295,21.1,53359157.0,SAP_DSR
2025-02,2025,2,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,966986,10744,21.1,20403404.6,SAP_DSR
2025-03,2025,3,1,597015207,5970152,JARDIANCE,Jardiance,10mg,7,131299,18757,21.1,2770408.9,SAP_DSR
2025-03,2025,3,1,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1390965,46365,21.1,29349361.5,SAP_DSR
2025-03,2025,3,1,597015290,5970152,JARDIANCE,Jardiance,10mg,90,457196,5079,21.1,9646835.6,SAP_DSR
2025-03,2025,3,1,597015307,5970153,JARDIANCE,Jardiance,25mg,7,208065,29723,21.1,4390171.5,SAP_DSR
2025-03,2025,3,1,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2575072,85835,21.1,54334019.2,SAP_DSR
2025-03,2025,3,1,597015390,5970153,JARDIANCE,Jardiance,25mg,90,824238,9158,21.1,17391421.8,SAP_DSR
2025-04,2025,4,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,128680,18382,21.1,2715148.0,SAP_DSR
2025-04,2025,4,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1320583,44019,21.1,27864301.3,SAP_DSR
2025-04,2025,4,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,462490,5138,21.1,9758539.0,SAP_DSR
2025-04,2025,4,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,225934,32276,21.1,4767207.4,SAP_DSR
2025-04,2025,4,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2395869,79862,21.1,50552835.9,SAP_DSR
2025-04,2025,4,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,886576,9850,21.1,18706753.6,SAP_DSR
2025-05,2025,5,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,119620,17088,21.1,2523982.0,SAP_DSR
2025-05,2025,5,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1470699,49023,21.1,31031748.9,SAP_DSR
2025-05,2025,5,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,529331,5881,21.1,11168884.1,SAP_DSR
2025-05,2025,5,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,213500,30500,21.1,4504850.0,SAP_DSR
2025-05,2025,5,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2285270,76175,21.1,48219197.0,SAP_DSR
2025-05,2025,5,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,836720,9296,21.1,17654792.0,SAP_DSR
2025-06,2025,6,2,597015207,5970152,JARDIANCE,Jardiance,10mg,7,93992,13427,21.1,1983231.2,SAP_DSR
2025-06,2025,6,2,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1166371,38879,21.1,24610428.1,SAP_DSR
2025-06,2025,6,2,597015290,5970152,JARDIANCE,Jardiance,10mg,90,374068,4156,21.1,7892834.8,SAP_DSR
2025-06,2025,6,2,597015307,5970153,JARDIANCE,Jardiance,25mg,7,183089,26155,21.1,3863177.9,SAP_DSR
2025-06,2025,6,2,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2233767,74458,21.1,47132483.7,SAP_DSR
2025-06,2025,6,2,597015390,5970153,JARDIANCE,Jardiance,25mg,90,687417,7637,21.1,14504498.7,SAP_DSR
2025-07,2025,7,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,107815,15402,21.522,2320394.43,SAP_DSR
2025-07,2025,7,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1145371,38179,21.522,24650674.66,SAP_DSR
2025-07,2025,7,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,468678,5207,21.522,10086887.92,SAP_DSR
2025-07,2025,7,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,214761,30680,21.522,4622086.24,SAP_DSR
2025-07,2025,7,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2476853,82561,21.522,53306830.27,SAP_DSR
2025-07,2025,7,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,876823,9742,21.522,18870984.61,SAP_DSR
2025-08,2025,8,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,105298,15042,21.522,2266223.56,SAP_DSR
2025-08,2025,8,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1132953,37765,21.522,24383414.47,SAP_DSR
2025-08,2025,8,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,462467,5138,21.522,9953214.77,SAP_DSR
2025-08,2025,8,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,217016,31002,21.522,4670618.35,SAP_DSR
2025-08,2025,8,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2469799,82326,21.522,53155014.08,SAP_DSR
2025-08,2025,8,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,803580,8928,21.522,17294648.76,SAP_DSR
2025-09,2025,9,3,597015207,5970152,JARDIANCE,Jardiance,10mg,7,114565,16366,21.522,2465667.93,SAP_DSR
2025-09,2025,9,3,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1156179,38539,21.522,24883284.44,SAP_DSR
2025-09,2025,9,3,597015290,5970152,JARDIANCE,Jardiance,10mg,90,471666,5240,21.522,10151195.65,SAP_DSR
2025-09,2025,9,3,597015307,5970153,JARDIANCE,Jardiance,25mg,7,216070,30867,21.522,4650258.54,SAP_DSR
2025-09,2025,9,3,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2186307,72876,21.522,47053699.25,SAP_DSR
2025-09,2025,9,3,597015390,5970153,JARDIANCE,Jardiance,25mg,90,846938,9410,21.522,18227799.64,SAP_DSR
2025-10,2025,10,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,111780,15968,21.522,2405729.16,SAP_DSR
2025-10,2025,10,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1443129,48104,21.522,31059022.34,SAP_DSR
2025-10,2025,10,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,486182,5402,21.522,10463609.0,SAP_DSR
2025-10,2025,10,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,240213,34316,21.522,5169864.19,SAP_DSR
2025-10,2025,10,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2391129,79704,21.522,51461878.34,SAP_DSR
2025-10,2025,10,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,973312,10814,21.522,20947620.86,SAP_DSR
2025-11,2025,11,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,105454,15064,21.522,2269580.99,SAP_DSR
2025-11,2025,11,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1390041,46334,21.522,29916462.4,SAP_DSR
2025-11,2025,11,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,429341,4770,21.522,9240277.0,SAP_DSR
2025-11,2025,11,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,209237,29891,21.522,4503198.71,SAP_DSR
2025-11,2025,11,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2602844,86761,21.522,56018408.57,SAP_DSR
2025-11,2025,11,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,946583,10517,21.522,20372359.33,SAP_DSR
2025-12,2025,12,4,597015207,5970152,JARDIANCE,Jardiance,10mg,7,127207,18172,21.522,2737749.05,SAP_DSR
2025-12,2025,12,4,597015230,5970152,JARDIANCE,Jardiance,10mg,30,1349276,44975,21.522,29039118.07,SAP_DSR
2025-12,2025,12,4,597015290,5970152,JARDIANCE,Jardiance,10mg,90,475254,5280,21.522,10228416.59,SAP_DSR
2025-12,2025,12,4,597015307,5970153,JARDIANCE,Jardiance,25mg,7,222285,31755,21.522,4784017.77,SAP_DSR
2025-12,2025,12,4,597015330,5970153,JARDIANCE,Jardiance,25mg,30,2619264,87308,21.522,56371799.81,SAP_DSR
2025-12,2025,12,4,597015390,5970153,JARDIANCE,Jardiance,25mg,90,967164,10746,21.522,20815303.61,SAP_DSR
2021-01,2021,1,1,597014360,5970143,OFEV,OFEV,100mg,60,17827,297,185.0,3297995.0,SAP_DSR
2021-01,2021,1,1,597014560,5970145,OFEV,OFEV,150mg,60,36104,601,185.0,6679240.0,SAP_DSR
2021-02,2021,2,1,597014360,5970143,OFEV,OFEV,100mg,60,14024,233,185.0,2594440.0,SAP_DSR
2021-02,2021,2,1,597014560,5970145,OFEV,OFEV,150mg,60,36256,604,185.0,6707360.0,SAP_DSR
2021-03,2021,3,1,597014360,5970143,OFEV,OFEV,100mg,60,15691,261,185.0,2902835.0,SAP_DSR
2021-03,2021,3,1,597014560,5970145,OFEV,OFEV,150mg,60,32965,549,185.0,6098525.0,SAP_DSR
2021-04,2021,4,2,597014360,5970143,OFEV,OFEV,100mg,60,12203,203,185.0,2257555.0,SAP_DSR
2021-04,2021,4,2,597014560,5970145,OFEV,OFEV,150mg,60,32269,537,185.0,5969765.0,SAP_DSR
2021-05,2021,5,2,597014360,5970143,OFEV,OFEV,100mg,60,12864,214,185.0,2379840.0,SAP_DSR
2021-05,2021,5,2,597014560,5970145,OFEV,OFEV,150mg,60,29905,498,185.0,5532425.0,SAP_DSR
2021-06,2021,6,2,597014360,5970143,OFEV,OFEV,100mg,60,12554,209,185.0,2322490.0,SAP_DSR
2021-06,2021,6,2,597014560,5970145,OFEV,OFEV,150mg,60,34093,568,185.0,6307205.0,SAP_DSR
2021-07,2021,7,3,597014360,5970143,OFEV,OFEV,100mg,60,12190,203,185.0,2255150.0,SAP_DSR
2021-07,2021,7,3,597014560,5970145,OFEV,OFEV,150mg,60,28467,474,185.0,5266395.0,SAP_DSR
2021-08,2021,8,3,597014360,5970143,OFEV,OFEV,100mg,60,13239,220,185.0,2449215.0,SAP_DSR
2021-08,2021,8,3,597014560,5970145,OFEV,OFEV,150mg,60,30869,514,185.0,5710765.0,SAP_DSR
2021-09,2021,9,3,597014360,5970143,OFEV,OFEV,100mg,60,15214,253,185.0,2814590.0,SAP_DSR
2021-09,2021,9,3,597014560,5970145,OFEV,OFEV,150mg,60,35753,595,185.0,6614305.0,SAP_DSR
2021-10,2021,10,4,597014360,5970143,OFEV,OFEV,100mg,60,14207,236,185.0,2628295.0,SAP_DSR
2021-10,2021,10,4,597014560,5970145,OFEV,OFEV,150mg,60,31159,519,185.0,5764415.0,SAP_DSR
2021-11,2021,11,4,597014360,5970143,OFEV,OFEV,100mg,60,15087,251,185.0,2791095.0,SAP_DSR
2021-11,2021,11,4,597014560,5970145,OFEV,OFEV,150mg,60,34270,571,185.0,6339950.0,SAP_DSR
2021-12,2021,12,4,597014360,5970143,OFEV,OFEV,100mg,60,14438,240,185.0,2671030.0,SAP_DSR
2021-12,2021,12,4,597014560,5970145,OFEV,OFEV,150mg,60,36476,607,185.0,6748060.0,SAP_DSR
2022-01,2022,1,1,597014360,5970143,OFEV,OFEV,100mg,60,15801,263,195.75,3093045.75,SAP_DSR
2022-01,2022,1,1,597014560,5970145,OFEV,OFEV,150mg,60,33810,563,195.75,6618307.5,SAP_DSR
2022-02,2022,2,1,597014360,5970143,OFEV,OFEV,100mg,60,14308,238,195.75,2800791.0,SAP_DSR
2022-02,2022,2,1,597014560,5970145,OFEV,OFEV,150mg,60,37230,620,195.75,7287772.5,SAP_DSR
2022-03,2022,3,1,597014360,5970143,OFEV,OFEV,100mg,60,16642,277,195.75,3257671.5,SAP_DSR
2022-03,2022,3,1,597014560,5970145,OFEV,OFEV,150mg,60,41727,695,195.75,8168060.25,SAP_DSR
2022-04,2022,4,2,597014360,5970143,OFEV,OFEV,100mg,60,14069,234,195.75,2754006.75,SAP_DSR
2022-04,2022,4,2,597014560,5970145,OFEV,OFEV,150mg,60,36827,613,195.75,7208885.25,SAP_DSR
2022-05,2022,5,2,597014360,5970143,OFEV,OFEV,100mg,60,15351,255,195.75,3004958.25,SAP_DSR
2022-05,2022,5,2,597014560,5970145,OFEV,OFEV,150mg,60,29584,493,195.75,5791068.0,SAP_DSR
2022-06,2022,6,2,597014360,5970143,OFEV,OFEV,100mg,60,13921,232,195.75,2725035.75,SAP_DSR
2022-06,2022,6,2,597014560,5970145,OFEV,OFEV,150mg,60,38546,642,195.75,7545379.5,SAP_DSR
2022-07,2022,7,3,597014360,5970143,OFEV,OFEV,100mg,60,15227,253,199.665,3040298.96,SAP_DSR
2022-07,2022,7,3,597014560,5970145,OFEV,OFEV,150mg,60,29585,493,199.665,5907089.02,SAP_DSR
2022-08,2022,8,3,597014360,5970143,OFEV,OFEV,100mg,60,14894,248,199.665,2973810.51,SAP_DSR
2022-08,2022,8,3,597014560,5970145,OFEV,OFEV,150mg,60,31918,531,199.665,6372907.47,SAP_DSR
2022-09,2022,9,3,597014360,5970143,OFEV,OFEV,100mg,60,15114,251,199.665,3017736.81,SAP_DSR
2022-09,2022,9,3,597014560,5970145,OFEV,OFEV,150mg,60,33629,560,199.665,6714534.28,SAP_DSR
2022-10,2022,10,4,597014360,5970143,OFEV,OFEV,100mg,60,15564,259,199.665,3107586.06,SAP_DSR
2022-10,2022,10,4,597014560,5970145,OFEV,OFEV,150mg,60,38579,642,199.665,7702876.04,SAP_DSR
2022-11,2022,11,4,597014360,5970143,OFEV,OFEV,100mg,60,13565,226,199.665,2708455.72,SAP_DSR
2022-11,2022,11,4,597014560,5970145,OFEV,OFEV,150mg,60,36085,601,199.665,7204911.52,SAP_DSR
2022-12,2022,12,4,597014360,5970143,OFEV,OFEV,100mg,60,16585,276,199.665,3311444.02,SAP_DSR
2022-12,2022,12,4,597014560,5970145,OFEV,OFEV,150mg,60,39982,666,199.665,7983006.03,SAP_DSR
2023-01,2023,1,1,597014360,5970143,OFEV,OFEV,100mg,60,16637,277,207.5,3452177.5,SAP_DSR
2023-01,2023,1,1,597014560,5970145,OFEV,OFEV,150mg,60,41103,685,207.5,8528872.5,SAP_DSR
2023-02,2023,2,1,597014360,5970143,OFEV,OFEV,100mg,60,17474,291,207.5,3625855.0,SAP_DSR
2023-02,2023,2,1,597014560,5970145,OFEV,OFEV,150mg,60,36716,611,207.5,7618570.0,SAP_DSR
2023-03,2023,3,1,597014360,5970143,OFEV,OFEV,100mg,60,19832,330,207.5,4115140.0,SAP_DSR
2023-03,2023,3,1,597014560,5970145,OFEV,OFEV,150mg,60,43846,730,207.5,9098045.0,SAP_DSR
2023-04,2023,4,2,597014360,5970143,OFEV,OFEV,100mg,60,15479,257,207.5,3211892.5,SAP_DSR
2023-04,2023,4,2,597014560,5970145,OFEV,OFEV,150mg,60,39905,665,207.5,8280287.5,SAP_DSR
2023-05,2023,5,2,597014360,5970143,OFEV,OFEV,100mg,60,15054,250,207.5,3123705.0,SAP_DSR
2023-05,2023,5,2,597014560,5970145,OFEV,OFEV,150mg,60,40763,679,207.5,8458322.5,SAP_DSR
2023-06,2023,6,2,597014360,5970143,OFEV,OFEV,100mg,60,17422,290,207.5,3615065.0,SAP_DSR
2023-06,2023,6,2,597014560,5970145,OFEV,OFEV,150mg,60,38980,649,207.5,8088350.0,SAP_DSR
2023-07,2023,7,3,597014360,5970143,OFEV,OFEV,100mg,60,14742,245,211.65,3120144.3,SAP_DSR
2023-07,2023,7,3,597014560,5970145,OFEV,OFEV,150mg,60,37996,633,211.65,8041853.4,SAP_DSR
2023-08,2023,8,3,597014360,5970143,OFEV,OFEV,100mg,60,13856,230,211.65,2932622.4,SAP_DSR
2023-08,2023,8,3,597014560,5970145,OFEV,OFEV,150mg,60,32198,536,211.65,6814706.7,SAP_DSR
2023-09,2023,9,3,597014360,5970143,OFEV,OFEV,100mg,60,15824,263,211.65,3349149.6,SAP_DSR
2023-09,2023,9,3,597014560,5970145,OFEV,OFEV,150mg,60,38153,635,211.65,8075082.45,SAP_DSR
2023-10,2023,10,4,597014360,5970143,OFEV,OFEV,100mg,60,15389,256,211.65,3257081.85,SAP_DSR
2023-10,2023,10,4,597014560,5970145,OFEV,OFEV,150mg,60,34405,573,211.65,7281818.25,SAP_DSR
2023-11,2023,11,4,597014360,5970143,OFEV,OFEV,100mg,60,18747,312,211.65,3967802.55,SAP_DSR
2023-11,2023,11,4,597014560,5970145,OFEV,OFEV,150mg,60,43713,728,211.65,9251856.45,SAP_DSR
2023-12,2023,12,4,597014360,5970143,OFEV,OFEV,100mg,60,16431,273,211.65,3477621.15,SAP_DSR
2023-12,2023,12,4,597014560,5970145,OFEV,OFEV,150mg,60,37236,620,211.65,7880999.4,SAP_DSR
2024-01,2024,1,1,597014360,5970143,OFEV,OFEV,100mg,60,19487,324,219.95,4286165.65,SAP_DSR
2024-01,2024,1,1,597014560,5970145,OFEV,OFEV,150mg,60,45030,750,219.95,9904348.5,SAP_DSR
2024-02,2024,2,1,597014360,5970143,OFEV,OFEV,100mg,60,22201,370,219.95,4883109.95,SAP_DSR
2024-02,2024,2,1,597014560,5970145,OFEV,OFEV,150mg,60,47644,794,219.95,10479297.8,SAP_DSR
2024-03,2024,3,1,597014360,5970143,OFEV,OFEV,100mg,60,20274,337,219.95,4459266.3,SAP_DSR
